Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,predicted_demand,optimized_supply
WH_109159,EID_59159,Rural,Large,North,Zone 6,6,0,5,4601,Company Owned,58,0,0,1,252,24.0,2010.0,21,0,B+,4,28,26064,27464.87884887724,12000.0
WH_109160,EID_59160,Rural,Mid,South,Zone 4,5,1,2,6032,Company Owned,33,0,0,1,158,32.0,2000.0,30,0,B+,6,26,36082,37713.54220224425,16000.0
WH_109161,EID_59161,Rural,Small,South,Zone 6,5,4,2,4404,Company Owned,44,0,0,1,173,27.0,2015.0,14,0,B+,5,9,16129,17088.36177028087,13500.0
WH_109162,EID_59162,Rural,Large,North,Zone 6,3,1,2,5177,Company Owned,32,0,0,1,129,25.0,2011.0,17,0,A,4,4,23145,21967.947298822924,12500.0
WH_109163,EID_59163,Rural,Mid,South,Zone 2,4,0,3,4630,Rented,19,0,0,0,69,23.0,2002.0,33,1,A,3,1,44068,42843.05471779834,11500.0
WH_109164,EID_59164,Rural,Mid,West,Zone 4,6,1,4,5303,Company Owned,54,0,0,1,64,26.0,2022.0,6,0,C,3,11,7073,8598.286377496377,8595.086377496376
WH_109172,EID_59172,Rural,Large,North,Zone 5,4,0,2,5353,Company Owned,19,0,0,1,104,38.0,2007.0,24,0,A,5,24,30114,30934.970859235735,19000.0
WH_109177,EID_59177,Rural,Mid,West,Zone 4,8,0,2,7518,Company Owned,54,0,0,1,62,34.0,2000.0,30,0,B,5,11,36126,38288.00349965817,17000.0
WH_109178,EID_59178,Rural,Small,West,Zone 6,8,0,4,5240,Rented,62,0,0,0,89,23.0,2019.0,5,0,B,2,15,6107,7648.725389824802,7644.275389824802
WH_109179,EID_59179,Rural,Small,North,Zone 6,7,0,2,5527,Company Owned,47,0,0,1,139,39.0,1998.0,23,1,C,5,9,32126,28981.084317328496,19500.0
WH_109181,EID_59181,Rural,Large,North,Zone 6,6,0,2,5289,Company Owned,63,0,0,1,182,44.0,2010.0,20,1,C,5,28,28094,25913.54236094808,22000.0
WH_109183,EID_59183,Rural,Mid,South,Zone 2,3,0,2,5439,Company Owned,36,0,0,1,158,28.0,2000.0,26,0,A,4,32,36079,33293.88920421415,14000.0
WH_109185,EID_59185,Rural,Mid,North,Zone 2,6,0,6,4710,Rented,57,0,0,1,123,26.0,2004.0,35,0,B+,6,12,44129,44877.78412299129,13000.0
WH_109186,EID_59186,Urban,Mid,South,Zone 2,7,1,2,5077,Rented,44,0,0,1,97,34.0,2001.0,24,0,B,6,32,29146,29930.6453050001,17000.0
WH_109188,EID_59188,Rural,Large,North,Zone 6,3,0,3,5547,Company Owned,23,0,0,1,205,26.0,2001.0,32,0,A,5,7,41066,40977.82785581105,13000.0
WH_109189,EID_59189,Rural,Large,North,Zone 6,8,0,2,3822,Rented,22,0,0,0,69,17.0,1998.0,24,1,C,2,28,31058,31016.913467766717,8500.0
WH_109190,EID_59190,Rural,Mid,South,Zone 3,4,0,3,5879,Company Owned,19,1,0,1,240,35.0,1998.0,25,0,B,2,27,29150,32326.003624441335,17500.0
WH_109192,EID_59192,Urban,Mid,South,Zone 2,6,0,2,5343,Rented,34,0,0,0,271,15.0,2000.0,23,0,C,5,32,31076,29124.372402935755,7500.0
WH_109193,EID_59193,Rural,Small,West,Zone 6,4,0,4,5434,Company Owned,39,0,0,1,153,30.0,2007.0,24,0,C,3,15,30105,31419.463521744765,15000.0
WH_109194,EID_59194,Rural,Mid,North,Zone 3,5,3,3,4553,Rented,54,0,0,0,106,32.0,2015.0,12,1,B,2,27,14107,15529.135416854551,15523.835416854552
WH_109200,EID_59200,Rural,Large,South,Zone 6,5,0,2,4197,Company Owned,28,0,0,1,182,27.0,1998.0,25,0,C,3,23,32068,32083.75729318679,13500.0
WH_109201,EID_59201,Rural,Mid,North,Zone 4,7,0,3,5315,Company Owned,61,0,0,0,251,23.0,2009.0,16,0,B+,2,26,19143,21332.27668520951,11500.0
WH_109203,EID_59203,Rural,Small,South,Zone 6,4,0,1,4981,Rented,36,0,0,0,86,18.0,2001.0,26,0,B+,2,9,31148,33850.025909526856,9000.0
WH_109204,EID_59204,Rural,Mid,West,Zone 4,3,0,5,4447,Company Owned,42,0,0,1,186,28.0,1996.0,37,1,B,5,11,48133,47165.05842516609,14000.0
WH_109205,EID_59205,Rural,Large,North,Zone 6,7,1,3,3381,Company Owned,37,0,0,1,88,29.0,2010.0,16,1,A,5,23,21111,20344.966768090177,14500.0
WH_109209,EID_59209,Rural,Mid,West,Zone 4,6,0,4,3365,Rented,61,0,0,0,260,18.0,2003.0,31,0,B+,5,11,38087,39812.02578474366,9000.0
WH_109210,EID_59210,Rural,Small,East,Zone 6,4,0,5,4463,Rented,24,0,0,0,128,25.0,2005.0,24,0,A,4,15,30148,31033.92910488302,12500.0
WH_109213,EID_59213,Urban,Large,North,Zone 5,5,0,2,5293,Rented,38,0,0,0,144,12.0,1999.0,29,1,A+,5,17,40122,36907.269300179905,6000.0
WH_109215,EID_59215,Rural,Mid,South,Zone 2,6,0,4,5418,Company Owned,62,0,0,1,163,45.0,2021.0,0,0,,0,32,6147,1731.0553545679431,1722.905354567943
WH_109217,EID_59217,Rural,Small,West,Zone 6,6,0,4,4220,Rented,22,0,0,0,159,24.0,2009.0,15,1,A+,4,8,22135,19538.69386602583,12000.0
WH_109219,EID_59219,Rural,Mid,North,Zone 4,3,1,2,4891,Company Owned,33,0,0,1,140,24.0,2005.0,33,0,B,5,26,39102,42241.27921754078,12000.0
WH_109221,EID_59221,Rural,Small,West,Zone 6,4,0,4,4451,Company Owned,22,0,0,1,260,26.0,2005.0,33,0,C,5,15,44143,42573.49418370018,13000.0
WH_109222,EID_59222,Rural,Mid,West,Zone 4,3,0,5,2461,Rented,40,0,0,0,253,39.0,1997.0,22,0,C,6,26,30083,27358.103786595748,19500.0
WH_109223,EID_59223,Rural,Mid,North,Zone 3,8,0,3,4944,Rented,58,0,0,0,124,24.0,1999.0,25,0,A,3,27,31064,32155.401335990435,12000.0
WH_109226,EID_59226,Rural,Mid,West,Zone 4,4,0,3,4774,Company Owned,18,1,0,1,94,29.0,1998.0,30,1,A+,4,26,42124,38386.96174530542,14500.0
WH_109227,EID_59227,Rural,Mid,North,Zone 2,3,0,2,4746,Company Owned,45,0,1,1,225,28.0,2016.0,6,0,C,2,12,8061,8742.883418088575,8731.633418088575
WH_109229,EID_59229,Rural,Small,West,Zone 1,5,1,2,5788,Rented,63,0,0,1,60,22.0,2022.0,5,0,B,2,30,6127,7531.442552076274,7528.442552076274
WH_109230,EID_59230,Rural,Small,South,Zone 6,8,0,2,4072,Company Owned,66,0,0,1,68,32.0,2014.0,10,1,A+,5,2,14074,13109.216965416272,13105.816965416272
WH_109233,EID_59233,Rural,Large,North,Zone 5,5,0,3,6055,Company Owned,45,0,0,0,96,21.0,1997.0,31,1,B+,6,17,38085,39139.915196667425,10500.0
WH_109235,EID_59235,Rural,Mid,West,Zone 3,5,0,3,5146,Rented,63,0,0,1,245,30.0,2002.0,25,1,A+,4,19,32120,32128.087133146764,15000.0
WH_109236,EID_59236,Rural,Large,North,Zone 6,7,0,3,6952,Rented,70,0,0,1,188,25.0,2012.0,19,1,A+,2,23,27105,25474.479283644265,12500.0
WH_109237,EID_59237,Rural,Large,West,Zone 5,3,0,5,5347,Company Owned,58,1,0,1,68,31.0,2019.0,4,1,C,1,10,6088,6581.881564404699,6578.481564404699
WH_109239,EID_59239,Urban,Mid,South,Zone 3,3,0,2,4978,Rented,52,0,0,1,260,50.0,2013.0,8,1,C,6,19,10069,10177.146278008877,10164.146278008877
WH_109240,EID_59240,Rural,Large,North,Zone 5,8,1,3,5379,Rented,54,0,0,0,120,42.0,2019.0,5,0,B+,1,24,6088,7558.756754919916,7552.756754919916
WH_109241,EID_59241,Rural,Small,West,Zone 1,6,1,3,4975,Company Owned,53,0,0,1,96,37.0,2006.0,31,0,B,4,21,37077,39936.989278249646,18500.0
WH_109242,EID_59242,Rural,Small,South,Zone 1,3,1,3,4209,Company Owned,57,0,0,1,94,26.0,2015.0,10,1,A+,5,21,14089,12848.646042060485,12843.946042060485
WH_109244,EID_59244,Rural,Large,North,Zone 6,5,0,3,3446,Company Owned,23,0,0,1,76,37.0,2010.0,22,0,C,6,28,29063,28289.47634304283,18500.0
WH_109245,EID_59245,Rural,Mid,North,Zone 2,7,0,2,4870,Company Owned,39,0,0,1,62,32.0,2011.0,24,1,A+,5,22,33060,31221.547030450223,16000.0
WH_109246,EID_59246,Rural,Mid,West,Zone 2,5,0,4,5514,Rented,29,0,0,1,145,26.0,2002.0,27,0,B+,4,12,31072,34746.26744649603,13000.0
WH_109248,EID_59248,Rural,Large,North,Zone 5,7,0,3,4134,Company Owned,40,0,0,1,126,31.0,2012.0,13,1,C,6,14,17124,16650.95301857841,15500.0
WH_109250,EID_59250,Rural,Large,West,Zone 6,5,0,4,4291,Company Owned,40,0,0,1,71,36.0,1996.0,25,1,A+,6,23,32102,31213.730213816016,18000.0
WH_109252,EID_59252,Rural,Large,North,Zone 5,4,0,2,4268,Company Owned,23,0,0,1,121,25.0,2011.0,21,1,A+,2,5,29105,28021.015554189915,12500.0
WH_109254,EID_59254,Rural,Small,North,Zone 1,4,0,2,5300,Rented,28,0,0,0,201,22.0,2008.0,19,1,C,2,3,25108,25187.903112429776,11000.0
WH_109256,EID_59256,Rural,Mid,South,Zone 2,3,0,4,5966,Company Owned,15,0,0,1,60,26.0,2015.0,9,1,A+,3,32,12068,12356.263514054299,12353.263514054299
WH_109257,EID_59257,Rural,Large,West,Zone 5,5,0,1,4252,Rented,46,1,0,1,247,29.0,2021.0,0,0,,0,14,6109,1731.0553545679431,1718.7053545679432
WH_109258,EID_59258,Rural,Large,North,Zone 6,3,0,3,5111,Company Owned,68,1,0,1,155,36.0,1996.0,23,0,A,3,23,30131,29322.288894230296,18000.0
WH_109259,EID_59259,Rural,Large,South,Zone 6,8,4,2,3601,Company Owned,68,0,0,0,263,20.0,2004.0,24,1,B,3,29,28101,29875.671528696374,10000.0
WH_109260,EID_59260,Rural,Mid,South,Zone 2,6,0,2,3661,Company Owned,49,1,0,1,189,49.0,1997.0,25,1,B,3,32,30066,32012.113250383176,24500.0
WH_109261,EID_59261,Rural,Mid,North,Zone 3,3,2,4,5598,Company Owned,41,0,1,1,140,35.0,1998.0,23,1,B,3,27,28149,28801.147047518753,17500.0
WH_109262,EID_59262,Rural,Mid,West,Zone 3,7,0,3,5236,Company Owned,37,0,0,1,208,33.0,2011.0,18,0,B+,4,19,21094,23609.252421656973,16500.0
WH_109265,EID_59265,Urban,Mid,West,Zone 3,3,0,4,4062,Rented,28,0,0,1,135,41.0,2019.0,5,0,B+,2,19,6057,7648.725389824802,7641.975389824802
WH_109266,EID_59266,Rural,Small,North,Zone 1,6,0,4,4248,Rented,68,0,0,1,138,23.0,2005.0,24,1,A+,2,30,31097,31518.42176739208,11500.0
WH_109268,EID_59268,Rural,Mid,North,Zone 3,6,0,4,4452,Rented,21,0,0,1,189,25.0,2016.0,20,1,C,2,27,28096,27070.1456115334,12500.0
WH_109269,EID_59269,Rural,Large,North,Zone 5,4,0,3,4676,Company Owned,55,1,0,1,145,22.0,2011.0,16,1,A,2,14,23104,21475.564770816767,11000.0
WH_109271,EID_59271,Rural,Large,North,Zone 5,5,0,4,4462,Rented,69,0,1,1,195,31.0,2021.0,4,0,A,1,17,6068,6725.169650011929,6715.419650011929
WH_109272,EID_59272,Rural,Mid,North,Zone 2,3,0,3,4948,Company Owned,27,1,0,1,161,29.0,2006.0,31,1,A+,2,1,43064,40753.69690691811,14500.0
WH_109273,EID_59273,Rural,Small,North,Zone 1,5,0,2,4618,Company Owned,52,0,0,1,235,42.0,2015.0,10,0,C,6,3,13131,12938.614676965371,12926.864676965371
WH_109274,EID_59274,Rural,Small,South,Zone 1,8,0,2,4971,Rented,37,0,0,0,195,20.0,2017.0,11,1,B,3,21,14140,15117.731913010794,10000.0
WH_109277,EID_59277,Rural,Large,North,Zone 5,8,0,3,6925,Company Owned,69,0,0,1,77,44.0,2012.0,23,0,B+,3,24,28093,30468.59357908825,22000.0
WH_109278,EID_59278,Rural,Mid,West,Zone 4,5,0,4,4389,Company Owned,60,0,0,1,56,44.0,2008.0,19,0,B,2,26,21132,25187.903112429776,22000.0
WH_109279,EID_59279,Rural,Large,North,Zone 6,7,0,2,3800,Company Owned,43,0,1,1,225,23.0,2016.0,16,1,A+,6,6,23131,20864.79965981678,11500.0
WH_109280,EID_59280,Rural,Mid,West,Zone 4,3,2,4,4969,Rented,20,0,0,0,163,15.0,2009.0,18,0,B,4,11,21082,22801.53440373094,7500.0
WH_109281,EID_59281,Rural,Large,South,Zone 5,8,0,4,5057,Company Owned,53,0,0,1,58,26.0,2016.0,12,1,A+,2,25,17098,16597.42435813637,13000.0
WH_109282,EID_59282,Rural,Mid,North,Zone 3,8,1,1,4985,Rented,65,1,0,1,75,31.0,2017.0,5,1,B,2,27,6142,7173.222338058171,7169.472338058171
WH_109285,EID_59285,Rural,Mid,South,Zone 2,8,0,2,3991,Company Owned,18,0,0,1,157,28.0,2010.0,20,1,A,5,32,26099,25913.54236094808,14000.0
WH_109287,EID_59287,Urban,Mid,North,Zone 2,8,1,4,5953,Company Owned,34,0,0,0,76,24.0,2002.0,32,1,A+,5,1,42125,40717.25693245526,12000.0
WH_109290,EID_59290,Rural,Mid,South,Zone 3,5,0,2,5098,Company Owned,70,0,0,1,169,25.0,2002.0,35,0,B+,6,19,44110,44734.49603738406,12500.0
WH_109291,EID_59291,Rural,Large,South,Zone 6,4,2,2,4807,Rented,55,0,0,1,99,36.0,2003.0,33,0,B+,5,29,40078,41765.77616577415,18000.0
WH_109292,EID_59292,Rural,Mid,West,Zone 4,7,0,7,3789,Rented,31,0,0,0,78,17.0,2009.0,15,0,B,3,11,19060,19780.940197280346,8500.0
WH_109293,EID_59293,Rural,Large,North,Zone 6,7,0,3,5187,Company Owned,61,0,0,1,213,31.0,2000.0,22,0,B+,6,29,28059,27573.03591500662,15500.0
WH_109294,EID_59294,Urban,Large,North,Zone 5,7,1,2,3649,Company Owned,54,0,0,1,71,25.0,2007.0,34,0,B,6,25,40102,43451.41112856814,12500.0
WH_109295,EID_59295,Rural,Mid,South,Zone 3,7,0,4,5685,Company Owned,61,1,0,1,138,32.0,2018.0,9,1,A+,4,27,13129,12328.949311210657,12322.049311210656
WH_109297,EID_59297,Rural,Large,South,Zone 5,7,0,2,4897,Company Owned,47,0,0,1,122,29.0,2020.0,6,0,B+,2,14,8134,9029.459589303064,9023.359589303063
WH_109301,EID_59301,Rural,Large,West,Zone 6,4,0,2,6653,Company Owned,68,0,0,1,204,31.0,2018.0,6,0,A,3,23,9143,8643.92517244126,8633.72517244126
WH_109305,EID_59305,Urban,Mid,West,Zone 3,8,1,6,6258,Company Owned,18,1,0,1,102,33.0,2016.0,7,1,C,4,19,10061,9235.265946094732,9230.165946094732
WH_109309,EID_59309,Rural,Mid,South,Zone 2,6,2,2,5546,Rented,46,0,0,0,195,27.0,2006.0,20,0,A,4,32,25119,25204.78258866933,13500.0
WH_109310,EID_59310,Rural,Large,North,Zone 5,3,0,2,5552,Company Owned,29,0,1,1,138,37.0,2002.0,22,1,A+,5,17,31126,27958.570331868366,18500.0
WH_109312,EID_59312,Rural,Small,North,Zone 6,8,0,2,7053,Company Owned,47,0,0,1,89,33.0,2006.0,17,0,B,6,9,20087,21457.449388455192,16500.0
WH_109313,EID_59313,Rural,Small,North,Zone 6,7,0,4,4727,Rented,34,0,0,0,142,18.0,1998.0,33,1,A+,3,13,44059,42556.47854658385,9000.0
WH_109314,EID_59314,Rural,Large,North,Zone 5,5,0,4,4455,Rented,30,0,0,1,186,30.0,2020.0,5,1,B,1,25,5105,7962.615763882961,7953.315763882961
WH_109315,EID_59315,Urban,Mid,North,Zone 4,4,0,2,5911,Rented,36,0,0,1,245,28.0,2011.0,20,0,C,6,26,25061,25742.940072497207,14000.0
WH_109316,EID_59316,Rural,Small,East,Zone 6,5,3,5,4956,Company Owned,31,0,0,0,268,29.0,2001.0,24,0,B+,2,15,28059,30235.200697699416,14500.0
WH_109317,EID_59317,Rural,Large,South,Zone 5,8,0,3,4839,Company Owned,56,0,0,0,72,33.0,2010.0,21,0,C,6,14,29081,26980.38618636821,16500.0
WH_109320,EID_59320,Urban,Large,West,Zone 6,5,0,4,5848,Rented,17,0,0,0,178,30.0,2009.0,16,0,B+,3,23,20126,21090.030353954964,15000.0
WH_109322,EID_59322,Rural,Mid,North,Zone 2,6,0,4,3368,Company Owned,58,0,0,1,209,20.0,2000.0,23,0,B+,6,12,29106,28882.12607168124,10000.0
WH_109324,EID_59324,Rural,Small,South,Zone 6,3,0,2,4017,Company Owned,56,0,0,0,137,42.0,2020.0,4,1,C,2,9,6130,6411.279275953799,6404.429275953798
WH_109325,EID_59325,Rural,Small,South,Zone 1,6,0,2,4708,Company Owned,45,0,0,1,234,41.0,2023.0,0,0,,0,16,11126,1874.3434401751729,1862.6434401751728
WH_109329,EID_59329,Urban,Small,West,Zone 1,3,0,3,6645,Rented,30,0,0,0,99,36.0,2000.0,24,0,B+,4,3,28117,30675.708890864888,18000.0
WH_109330,EID_59330,Rural,Small,South,Zone 6,8,1,2,4718,Company Owned,45,0,0,1,197,40.0,2000.0,29,1,A,6,2,38072,36404.45204556963,20000.0
WH_109331,EID_59331,Rural,Mid,South,Zone 2,3,0,2,5664,Rented,30,1,0,1,251,28.0,2016.0,11,1,A+,3,12,15055,15046.087870207179,14000.0
WH_109333,EID_59333,Rural,Large,West,Zone 5,4,0,2,4905,Rented,27,0,0,0,167,18.0,1998.0,28,0,C,6,10,37109,35284.28876944716,9000.0
WH_109334,EID_59334,Rural,Small,North,Zone 1,3,0,3,5167,Rented,36,0,0,1,167,26.0,2020.0,8,1,C,2,31,10145,11647.639902652329,11639.28990265233
WH_109336,EID_59336,Rural,Large,North,Zone 5,8,0,2,6426,Rented,32,0,0,1,204,34.0,2005.0,26,1,A+,3,14,37093,33894.3557494868,17000.0
WH_109338,EID_59338,Rural,Small,West,Zone 6,8,0,4,5269,Rented,49,0,0,0,102,20.0,2002.0,25,0,A,3,9,31100,32370.33346440128,10000.0
WH_109339,EID_59339,Rural,Large,West,Zone 5,7,0,4,4285,Company Owned,70,0,0,1,261,22.0,2018.0,5,0,B+,2,10,6066,7577.081347021187,7564.031347021188
WH_109340,EID_59340,Rural,Mid,North,Zone 3,5,0,3,3292,Rented,66,0,0,1,77,41.0,2013.0,20,1,B,5,27,23068,26128.474489358952,20500.0
WH_109342,EID_59342,Rural,Mid,West,Zone 3,4,0,2,3744,Company Owned,40,1,0,0,212,38.0,2016.0,12,0,B+,1,19,15137,16839.670689390885,16829.070689390886
WH_109345,EID_59345,Rural,Large,North,Zone 5,4,0,3,3335,Rented,63,0,0,1,197,40.0,2011.0,20,1,B,4,14,25086,26227.432735006238,20000.0
WH_109346,EID_59346,Rural,Mid,South,Zone 4,8,0,2,5104,Rented,18,0,0,0,253,19.0,2013.0,9,0,A,4,26,12101,11970.729097192525,9500.0
WH_109348,EID_59348,Rural,Large,North,Zone 5,6,0,4,5064,Company Owned,20,0,0,1,115,23.0,1998.0,26,0,C,6,24,35092,32666.108456097892,11500.0
WH_109350,EID_59350,Rural,Large,North,Zone 5,3,0,3,4874,Company Owned,33,0,0,1,149,21.0,2000.0,30,1,B+,2,14,39103,39014.74249342174,10500.0
WH_109351,EID_59351,Rural,Mid,North,Zone 3,5,0,2,6126,Company Owned,27,0,0,1,136,54.0,2003.0,26,0,A,5,27,36141,33266.57500137051,27000.0
WH_109352,EID_59352,Rural,Mid,North,Zone 4,5,0,2,4693,Company Owned,66,0,0,1,72,40.0,2022.0,5,0,B+,3,26,5127,7621.411186981131,7617.811186981131
WH_109363,EID_59363,Rural,Large,North,Zone 5,6,1,2,5047,Rented,27,0,0,1,199,20.0,2010.0,22,1,A+,2,25,29128,28926.246701901517,10000.0
WH_109365,EID_59365,Rural,Small,South,Zone 1,7,0,4,3311,Rented,41,0,0,1,151,27.0,2000.0,25,1,A+,3,21,32099,32227.04537879405,13500.0
WH_109366,EID_59366,Rural,Small,South,Zone 1,8,0,4,5372,Company Owned,54,0,0,1,114,33.0,2010.0,21,0,C,6,21,28151,26980.38618636821,16500.0
WH_109367,EID_59367,Rural,Large,North,Zone 5,5,0,2,4994,Rented,27,0,0,1,209,61.0,2015.0,10,0,A,1,17,13057,14149.846333237976,14139.396333237975
WH_109369,EID_59369,Rural,Large,West,Zone 5,6,0,4,5453,Company Owned,52,1,0,1,248,31.0,2016.0,8,0,B+,2,14,9064,11361.06373143784,11348.66373143784
WH_109370,EID_59370,Rural,Mid,South,Zone 2,5,1,3,5278,Rented,69,0,0,0,160,20.0,2021.0,4,1,C,2,32,6134,6150.708352598012,6142.708352598012
WH_109371,EID_59371,Rural,Small,North,Zone 1,6,2,3,5019,Company Owned,40,0,0,1,155,26.0,2004.0,32,1,B+,2,21,39110,41255.06904566672,13000.0
WH_109372,EID_59372,Rural,Small,West,Zone 6,4,2,3,5097,Rented,34,0,0,1,258,32.0,1999.0,17,1,A+,3,9,22058,21018.2501502746,16000.0
WH_109377,EID_59377,Rural,Large,West,Zone 6,4,0,4,7196,Rented,43,0,0,0,139,16.0,1997.0,25,0,C,4,23,31103,31769.86691912866,8000.0
WH_109380,EID_59380,Rural,Mid,West,Zone 3,7,0,3,4563,Company Owned,61,1,0,1,264,30.0,2004.0,24,0,A,3,19,31073,31204.53139333392,15000.0
WH_109383,EID_59383,Rural,Large,North,Zone 6,3,2,3,3917,Rented,55,0,0,0,254,35.0,2014.0,9,0,A,5,28,12084,11135.69687642288,11122.996876422882
WH_109384,EID_59384,Rural,Small,North,Zone 1,4,2,5,6189,Company Owned,26,1,0,1,227,24.0,2017.0,5,1,B,2,21,6106,6841.007371898799,6829.657371898799
WH_109388,EID_59388,Urban,Large,North,Zone 5,8,0,2,4994,Company Owned,22,0,0,0,176,25.0,2018.0,12,0,A,3,17,16085,16498.466112489055,12500.0
WH_109390,EID_59390,Rural,Mid,West,Zone 3,4,0,4,2746,Company Owned,36,0,0,1,140,30.0,2003.0,26,0,A,2,19,36082,33993.313995134085,15000.0
WH_109391,EID_59391,Rural,Mid,North,Zone 4,6,0,4,5279,Company Owned,44,0,0,1,254,40.0,1997.0,33,1,B,4,26,43147,42242.58817252572,20000.0
WH_109393,EID_59393,Rural,Large,North,Zone 6,5,0,4,4614,Rented,54,0,0,1,256,22.0,2020.0,7,1,C,1,28,9061,10580.796077232197,10567.996077232197
WH_109394,EID_59394,Rural,Mid,South,Zone 4,3,0,1,5064,Rented,56,0,0,1,155,31.0,2000.0,38,1,B,4,11,49099,49002.97108430971,15500.0
WH_109395,EID_59395,Rural,Mid,West,Zone 4,5,0,2,5962,Rented,58,0,0,1,229,23.0,2009.0,14,0,C,6,11,19073,17745.111046842183,11500.0
WH_109396,EID_59396,Urban,Small,North,Zone 1,8,0,5,4633,Rented,26,0,0,0,205,18.0,2010.0,19,1,A,6,3,25113,24362.205873018946,9000.0
WH_109399,EID_59399,Urban,Large,West,Zone 6,6,1,3,4513,Company Owned,51,0,0,1,88,23.0,2013.0,9,0,C,6,23,12093,11154.021468524094,11149.621468524094
WH_109400,EID_59400,Rural,Large,North,Zone 6,7,0,3,4740,Rented,62,0,0,0,76,18.0,2021.0,8,0,B+,1,6,9148,11961.530276710459,9000.0
WH_109401,EID_59401,Rural,Mid,South,Zone 3,3,1,2,4963,Rented,42,0,0,1,125,29.0,2001.0,26,0,C,5,27,34117,32791.07194960388,14500.0
WH_109402,EID_59402,Rural,Small,West,Zone 6,3,0,3,6335,Rented,16,0,0,1,100,20.0,2022.0,4,1,C,2,8,5111,6554.567361561058,6549.567361561058
WH_109403,EID_59403,Rural,Large,West,Zone 5,3,1,3,4954,Company Owned,51,0,0,0,161,21.0,2012.0,14,0,B+,5,14,17078,17870.07454034814,10500.0
WH_109406,EID_59406,Rural,Large,West,Zone 6,4,0,2,4783,Company Owned,22,0,0,1,94,31.0,2015.0,21,0,A,4,23,30147,27823.099062895344,15500.0
WH_109407,EID_59407,Urban,Large,North,Zone 6,5,0,3,6017,Rented,30,0,0,1,210,31.0,2000.0,36,0,C,6,23,49147,45900.29810845145,15500.0
WH_109412,EID_59412,Rural,Mid,West,Zone 4,7,0,4,6126,Company Owned,46,0,0,1,140,28.0,1998.0,25,1,B+,6,26,32081,31357.018299423245,14000.0
WH_109414,EID_59414,Rural,Large,North,Zone 5,7,1,2,5409,Company Owned,33,0,0,0,244,30.0,2003.0,25,0,B+,5,5,30149,31625.269878536492,15000.0
WH_109415,EID_59415,Rural,Mid,South,Zone 2,8,0,3,5728,Company Owned,17,0,0,1,122,31.0,2002.0,36,0,A,3,32,48071,46770.32518782222,15500.0
WH_109416,EID_59416,Rural,Small,South,Zone 6,7,0,2,4478,Rented,40,0,0,0,176,16.0,2003.0,33,0,A,5,2,45123,42430.206098092924,8000.0
WH_109419,EID_59419,Rural,Small,South,Zone 6,7,0,2,4916,Rented,19,0,0,0,147,30.0,2021.0,0,0,,0,9,5123,1731.0553545679431,1723.705354567943
WH_109421,EID_59421,Rural,Large,South,Zone 5,7,0,2,4301,Rented,69,0,0,0,177,15.0,1999.0,30,1,A+,3,25,40077,38700.85211936358,7500.0
WH_109422,EID_59422,Rural,Mid,South,Zone 2,8,0,3,5782,Company Owned,47,0,0,1,154,20.0,1997.0,23,1,C,3,1,32058,29393.93293703391,10000.0
WH_109424,EID_59424,Rural,Small,South,Zone 1,7,4,3,6661,Rented,17,0,0,1,105,28.0,2012.0,15,0,C,1,21,19149,19151.505123562732,14000.0
WH_109428,EID_59428,Rural,Large,West,Zone 6,3,0,3,10320,Rented,48,0,0,0,71,16.0,2004.0,27,1,C,5,23,38132,34647.30920084877,8000.0
WH_109429,EID_59429,Urban,Large,West,Zone 5,8,0,4,3736,Company Owned,39,0,0,1,136,55.0,2015.0,10,1,A+,5,14,14086,13180.861008219887,13174.061008219887
WH_109430,EID_59430,Rural,Small,North,Zone 6,6,3,3,5375,Company Owned,61,0,0,1,69,20.0,2009.0,22,1,A,5,8,29136,27463.433733015554,10000.0
WH_109432,EID_59432,Urban,Mid,North,Zone 4,5,0,3,3005,Company Owned,59,0,0,1,137,30.0,2019.0,4,1,C,2,26,6071,6339.635233150184,6332.785233150184
WH_109435,EID_59435,Rural,Large,North,Zone 5,7,0,4,4776,Company Owned,20,0,0,1,245,26.0,2008.0,20,0,C,3,14,25111,26254.74693784988,13000.0
WH_109437,EID_59437,Rural,Large,North,Zone 6,5,0,2,4557,Rented,29,0,1,1,245,27.0,2003.0,30,0,C,3,23,39083,38987.42829057807,13500.0
WH_109440,EID_59440,Rural,Large,South,Zone 5,7,0,4,4825,Rented,44,0,0,1,236,28.0,2010.0,23,1,A+,3,14,30106,30325.30549348102,14000.0
WH_109441,EID_59441,Rural,Small,West,Zone 6,3,1,3,4455,Company Owned,27,0,0,1,87,30.0,2015.0,10,1,A,2,2,13126,13575.38503582406,13571.03503582406
WH_109443,EID_59443,Urban,Mid,North,Zone 2,4,0,2,4225,Rented,39,0,0,0,173,29.0,2001.0,27,0,B,5,12,34093,34432.3770724379,14500.0
WH_109444,EID_59444,Rural,Mid,West,Zone 4,8,0,4,4972,Company Owned,54,0,0,1,270,35.0,2003.0,32,1,A+,2,26,42132,41847.85493518188,17500.0
